InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
573544,22727,ALARM CLOCK BAKELIKE RED ,1,2011-10-31 13:11:00,3.75,12856.0,United Kingdom,3.75,2011-10
565316,23323,WHITE WICKER STAR ,12,2011-09-02 12:52:00,2.1,15628.0,United Kingdom,25.200000000000003,2011-09
572104,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-20 16:21:00,7.95,15469.0,United Kingdom,15.9,2011-10
552969,23175,REGENCY MILK JUG PINK ,6,2011-05-12 13:37:00,3.25,14021.0,United Kingdom,19.5,2011-05
570701,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-10-12 09:35:00,3.75,16652.0,United Kingdom,45.0,2011-10
577557,21158,MOODY GIRL DOOR HANGER ,4,2011-11-20 15:36:00,0.39,15426.0,United Kingdom,1.56,2011-11
566277,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-09-11 14:01:00,1.25,16796.0,United Kingdom,15.0,2011-09
550193,84919,BLUE CUSHION COVER WITH FLOWER,6,2011-04-15 09:27:00,6.95,13952.0,United Kingdom,41.7,2011-04
557040,21533,RETROSPOT LARGE MILK JUG,3,2011-06-16 14:22:00,4.95,14243.0,United Kingdom,14.850000000000001,2011-06
556491,22789,T-LIGHT HOLDER SWEETHEART HANGING,2,2011-06-12 14:15:00,1.95,16794.0,United Kingdom,3.9,2011-06
537130,21218,RED SPOTTY BISCUIT TIN,1,2010-12-05 12:23:00,3.75,17796.0,United Kingdom,3.75,2010-12
560930,22420,LIPSTICK PEN BABY PINK,12,2011-07-22 10:23:00,0.42,15829.0,United Kingdom,5.04,2011-07
571273,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-10-16 12:21:00,1.45,13034.0,United Kingdom,17.4,2011-10
548714,22148,EASTER CRAFT 4 CHICKS ,2,2011-04-03 15:07:00,1.95,17337.0,United Kingdom,3.9,2011-04
551891,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-05 09:53:00,0.42,17429.0,United Kingdom,10.08,2011-05
579693,23169,CLASSIC GLASS COOKIE JAR,6,2011-11-30 14:09:00,4.15,15712.0,United Kingdom,24.900000000000002,2011-11
561474,22356,CHARLOTTE BAG PINK POLKADOT,20,2011-07-27 13:18:00,0.85,14680.0,United Kingdom,17.0,2011-07
563925,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-08-21 14:42:00,1.45,13610.0,United Kingdom,1.45,2011-08
578429,22156,HEART DECORATION WITH PEARLS ,8,2011-11-24 12:12:00,0.85,16271.0,United Kingdom,6.8,2011-11
581378,23126,FELTCRAFT GIRL AMELIE KIT,2,2011-12-08 12:50:00,4.95,17673.0,United Kingdom,9.9,2011-12
578305,22224,WHITE LOVEBIRD LANTERN,6,2011-11-23 15:44:00,2.55,14088.0,United Kingdom,15.299999999999999,2011-11
576339,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-11-14 15:27:00,5.79,14096.0,United Kingdom,11.58,2011-11
572030,22197,POPCORN HOLDER,12,2011-10-20 11:51:00,0.85,14923.0,United Kingdom,10.2,2011-10
567482,23109,PACK OF SIX LED TEA LIGHTS,6,2011-09-20 13:42:00,2.89,16464.0,United Kingdom,17.34,2011-09
576863,21058,PARTY INVITES WOODLAND,12,2011-11-16 16:06:00,0.85,12626.0,Germany,10.2,2011-11
540458,21242,RED RETROSPOT PLATE ,8,2011-01-07 12:28:00,1.69,12501.0,Germany,13.52,2011-01
547651,22293,HANGING CHICK GREEN DECORATION,1,2011-03-24 12:11:00,1.45,16904.0,United Kingdom,1.45,2011-03
552614,22927,GREEN GIANT GARDEN THERMOMETER,2,2011-05-10 12:51:00,5.95,14849.0,United Kingdom,11.9,2011-05
580048,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,2011-12-01 12:53:00,3.25,12748.0,United Kingdom,3.25,2011-12
570598,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-10-11 11:55:00,0.42,14175.0,United Kingdom,10.08,2011-10
537802,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-12-08 13:11:00,2.55,13455.0,United Kingdom,15.299999999999999,2010-12
563745,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-08-19 09:38:00,2.55,15159.0,United Kingdom,15.299999999999999,2011-08
538313,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-10 13:50:00,1.25,15514.0,United Kingdom,1.25,2010-12
539247,21774,DECORATIVE CATS BATHROOM BOTTLE,24,2010-12-16 13:33:00,0.42,15311.0,United Kingdom,10.08,2010-12
540816,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-01-11 12:55:00,3.75,15518.0,United Kingdom,3.75,2011-01
538866,20723,STRAWBERRY CHARLOTTE BAG,1,2010-12-14 14:40:00,0.85,17841.0,United Kingdom,0.85,2010-12
567183,47422,ASSORTED MONKEY SUCTION CUP HOOK,19,2011-09-18 15:32:00,0.42,14769.0,United Kingdom,7.9799999999999995,2011-09
549923,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4,2011-04-13 09:59:00,3.75,13138.0,United Kingdom,15.0,2011-04
556916,22759,SET OF 3 NOTEBOOKS IN PARCEL,2,2011-06-15 13:35:00,1.65,16898.0,United Kingdom,3.3,2011-06
576269,22366,DOORMAT AIRMAIL ,2,2011-11-14 14:23:00,8.25,12762.0,Portugal,16.5,2011-11
571200,23399,HOME SWEET HOME HANGING HEART,12,2011-10-14 12:25:00,0.85,14060.0,United Kingdom,10.2,2011-10
543739,72131,COLUMBIAN CANDLE RECTANGLE,6,2011-02-11 12:49:00,1.95,15550.0,United Kingdom,11.7,2011-02
575117,21902,"KEY FOB , FRONT  DOOR ",2,2011-11-08 14:22:00,0.65,12748.0,United Kingdom,1.3,2011-11
570287,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-10 11:37:00,0.55,17425.0,United Kingdom,13.200000000000001,2011-10
570420,21213,PACK OF 72 SKULL CAKE CASES,1,2011-10-10 13:33:00,0.55,17841.0,United Kingdom,0.55,2011-10
573380,21591,COSY HOUR CIGAR BOX MATCHES ,6,2011-10-30 14:04:00,1.25,14572.0,United Kingdom,7.5,2011-10
558293,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-28 10:31:00,1.69,13656.0,United Kingdom,13.52,2011-06
580982,22941,CHRISTMAS LIGHTS 10 REINDEER,3,2011-12-06 16:21:00,8.5,17861.0,United Kingdom,25.5,2011-12
551821,85099B,JUMBO BAG RED RETROSPOT,5,2011-05-04 12:20:00,2.08,16942.0,United Kingdom,10.4,2011-05
565937,23433,HANGING QUILTED PATCHWORK APPLES,12,2011-09-08 10:52:00,0.83,13468.0,United Kingdom,9.959999999999999,2011-09
569097,23010,CIRCUS PARADE BABY GIFT SET,12,2011-09-30 12:06:00,14.95,12731.0,France,179.39999999999998,2011-09
570412,90161C,ANT COPPER LIME BOUDICCA BRACELET,7,2011-10-10 13:12:00,4.95,16385.0,United Kingdom,34.65,2011-10
562161,21906,PHARMACIE FIRST AID TIN,1,2011-08-03 11:58:00,6.75,17841.0,United Kingdom,6.75,2011-08
574706,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-06 14:06:00,1.65,16790.0,United Kingdom,19.799999999999997,2011-11
550651,21625,VINTAGE UNION JACK APRON,2,2011-04-19 16:52:00,6.95,15436.0,United Kingdom,13.9,2011-04
558057,22297,HEART IVORY TRELLIS SMALL,24,2011-06-24 14:57:00,1.25,15665.0,United Kingdom,30.0,2011-06
566396,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-09-12 12:51:00,0.42,14292.0,United Kingdom,10.08,2011-09
570806,22557,PLASTERS IN TIN VINTAGE PAISLEY ,30,2011-10-12 12:42:00,1.65,13115.0,United Kingdom,49.5,2011-10
551558,85114A,BLACK ENCHANTED FOREST PLACEMAT,8,2011-05-03 10:41:00,1.65,17841.0,United Kingdom,13.2,2011-05
551294,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2011-04-27 14:43:00,2.95,13468.0,United Kingdom,17.700000000000003,2011-04
575320,22652,TRAVEL SEWING KIT,10,2011-11-09 13:30:00,1.65,17011.0,United Kingdom,16.5,2011-11
557143,23084,RABBIT NIGHT LIGHT,6,2011-06-17 10:12:00,2.08,13090.0,United Kingdom,12.48,2011-06
544774,15036,ASSORTED COLOURS SILK FAN,12,2011-02-23 11:32:00,0.75,17711.0,United Kingdom,9.0,2011-02
580509,23077,DOUGHNUT LIP GLOSS ,20,2011-12-04 13:45:00,1.25,12719.0,France,25.0,2011-12
566074,22626,BLACK KITCHEN SCALES,2,2011-09-09 08:48:00,8.5,12535.0,France,17.0,2011-09
566049,21873,IF YOU CAN'T STAND THE HEAT MUG,12,2011-09-08 14:28:00,1.25,15730.0,United Kingdom,15.0,2011-09
573772,23356,LOVE HOT WATER BOTTLE,2,2011-11-01 10:16:00,5.95,17377.0,United Kingdom,11.9,2011-11
578266,22834,HAND WARMER BABUSHKA DESIGN,1,2011-11-23 13:34:00,2.1,12748.0,United Kingdom,2.1,2011-11
580364,21636,MADRAS NOTEBOOK MEDIUM,12,2011-12-02 16:34:00,0.75,13309.0,United Kingdom,9.0,2011-12
547379,22859,EASTER TIN BUNNY BOUQUET,6,2011-03-22 15:13:00,1.65,12720.0,Germany,9.899999999999999,2011-03
570113,16161P,WRAP ENGLISH ROSE ,125,2011-10-07 12:31:00,0.42,15874.0,United Kingdom,52.5,2011-10
547940,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-03-28 14:43:00,3.75,16814.0,United Kingdom,7.5,2011-03
539766,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2010-12-22 11:11:00,1.25,14092.0,United Kingdom,15.0,2010-12
537153,21014,SWISS CHALET TREE DECORATION ,24,2010-12-05 13:03:00,0.85,16718.0,United Kingdom,20.4,2010-12
572653,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-10-25 12:12:00,1.45,15861.0,United Kingdom,4.35,2011-10
574863,23202,JUMBO BAG VINTAGE LEAF,5,2011-11-07 12:29:00,2.08,15719.0,United Kingdom,10.4,2011-11
560233,21902,"KEY FOB , FRONT  DOOR ",2,2011-07-17 11:10:00,0.65,16813.0,United Kingdom,1.3,2011-07
575073,23497,CLASSIC CHROME BICYCLE BELL ,9,2011-11-08 13:10:00,1.45,13975.0,United Kingdom,13.049999999999999,2011-11
543250,84991,60 TEATIME FAIRY CAKE CASES,24,2011-02-04 14:46:00,0.55,13911.0,United Kingdom,13.200000000000001,2011-02
552460,23209,LUNCH BAG DOILEY PATTERN ,20,2011-05-09 14:44:00,1.65,13178.0,United Kingdom,33.0,2011-05
575837,21617,4 LILY  BOTANICAL DINNER CANDLES,3,2011-11-11 11:37:00,1.25,12748.0,United Kingdom,3.75,2011-11
545415,22963,JAM JAR WITH GREEN LID,12,2011-03-02 13:03:00,0.85,15641.0,United Kingdom,10.2,2011-03
567850,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-09-22 13:18:00,0.39,15067.0,United Kingdom,9.36,2011-09
545148,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-28 12:14:00,1.25,13675.0,United Kingdom,15.0,2011-02
564654,C2,CARRIAGE,1,2011-08-26 14:29:00,50.0,14911.0,EIRE,50.0,2011-08
558241,23321,SMALL WHITE HEART OF WICKER,12,2011-06-27 15:28:00,1.65,15932.0,United Kingdom,19.799999999999997,2011-06
551160,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-26 15:04:00,0.85,15237.0,United Kingdom,10.2,2011-04
554151,22483,RED GINGHAM TEDDY BEAR ,2,2011-05-23 11:07:00,2.95,14049.0,United Kingdom,5.9,2011-05
562716,22384,LUNCH BAG PINK POLKADOT,20,2011-08-08 15:35:00,1.65,14257.0,United Kingdom,33.0,2011-08
549055,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-06 10:33:00,0.55,13515.0,United Kingdom,13.200000000000001,2011-04
547877,22763,KEY CABINET MA CAMPAGNE,1,2011-03-27 15:46:00,9.95,14573.0,United Kingdom,9.95,2011-03
570243,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-10-09 15:47:00,1.95,15606.0,United Kingdom,23.4,2011-10
561079,22816,CARD MOTORBIKE SANTA,36,2011-07-24 16:12:00,0.42,13956.0,United Kingdom,15.12,2011-07
547556,17091J,VANILLA INCENSE IN TIN,6,2011-03-23 16:45:00,1.25,17250.0,United Kingdom,7.5,2011-03
581027,23581,JUMBO BAG PAISLEY PARK,10,2011-12-07 10:43:00,2.08,17091.0,United Kingdom,20.8,2011-12
547083,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-03-20 15:21:00,1.25,15452.0,United Kingdom,1.25,2011-03
570824,21790,VINTAGE SNAP CARDS,12,2011-10-12 12:58:00,0.85,14299.0,United Kingdom,10.2,2011-10
545218,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-02-28 17:01:00,2.95,17462.0,United Kingdom,14.75,2011-02
573868,21055,TOOL BOX SOFT TOY ,3,2011-11-01 12:18:00,8.95,12491.0,France,26.849999999999998,2011-11
571849,22151,PLACE SETTING WHITE HEART,24,2011-10-19 12:52:00,0.42,12841.0,United Kingdom,10.08,2011-10
579132,22186,RED STAR CARD HOLDER,4,2011-11-28 12:35:00,1.95,15022.0,United Kingdom,7.8,2011-11
566299,23312,VINTAGE CHRISTMAS GIFT SACK,8,2011-09-11 15:59:00,4.15,16871.0,United Kingdom,33.2,2011-09
581433,48187,DOORMAT NEW ENGLAND,2,2011-12-08 15:54:00,8.25,14911.0,EIRE,16.5,2011-12
554950,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-05-27 14:48:00,0.85,14227.0,United Kingdom,8.5,2011-05
573381,23156,SET OF 5 MINI GROCERY MAGNETS,2,2011-10-30 14:05:00,2.08,17590.0,United Kingdom,4.16,2011-10
541003,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-13 10:35:00,1.95,15835.0,United Kingdom,19.5,2011-01
550639,15039,SANDALWOOD FAN,10,2011-04-19 15:46:00,0.85,14152.0,United Kingdom,8.5,2011-04
569576,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-10-05 10:38:00,3.75,17739.0,United Kingdom,90.0,2011-10
570799,22960,JAM MAKING SET WITH JARS,6,2011-10-12 12:31:00,4.25,16203.0,United Kingdom,25.5,2011-10
552646,79030G,TUMBLER NEW ENGLAND,6,2011-05-10 13:26:00,0.39,14078.0,United Kingdom,2.34,2011-05
555872,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-06-07 15:04:00,0.39,13395.0,United Kingdom,9.36,2011-06
550152,16015,MEDIUM CHINESE STYLE SCISSOR,10,2011-04-14 14:43:00,0.5,17362.0,United Kingdom,5.0,2011-04
555542,22840,ROUND CAKE TIN VINTAGE RED,2,2011-06-05 12:51:00,7.95,15108.0,European Community,15.9,2011-06
556182,21704,BAG 250g SWIRLY MARBLES,22,2011-06-09 11:35:00,0.85,16892.0,United Kingdom,18.7,2011-06
568686,22960,JAM MAKING SET WITH JARS,3,2011-09-28 14:26:00,4.25,16115.0,United Kingdom,12.75,2011-09
552011,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-05-05 17:28:00,7.95,13867.0,United Kingdom,15.9,2011-05
548968,21175,GIN + TONIC DIET METAL SIGN,24,2011-04-05 10:58:00,2.55,12744.0,Singapore,61.199999999999996,2011-04
574067,22947,WOODEN ADVENT CALENDAR RED,16,2011-11-02 14:50:00,7.95,14088.0,United Kingdom,127.2,2011-11
554147,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-05-23 10:48:00,2.55,12423.0,Belgium,15.299999999999999,2011-05
542899,22659,LUNCH BOX I LOVE LONDON,12,2011-02-01 14:12:00,1.95,17376.0,United Kingdom,23.4,2011-02
563205,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-08-14 12:03:00,0.42,14040.0,United Kingdom,10.08,2011-08
564543,23329,DECORATIVE WICKER HEART LARGE,12,2011-08-25 15:49:00,1.65,16818.0,United Kingdom,19.799999999999997,2011-08
550517,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-19 08:17:00,12.75,14352.0,United Kingdom,12.75,2011-04
580619,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-05 12:08:00,0.95,15053.0,United Kingdom,0.95,2011-12
548968,22333,RETROSPOT PARTY BAG + STICKER SET,24,2011-04-05 10:58:00,1.65,12744.0,Singapore,39.599999999999994,2011-04
563906,22621,TRADITIONAL KNITTING NANCY,12,2011-08-21 11:50:00,1.65,14246.0,United Kingdom,19.799999999999997,2011-08
559876,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2011-07-13 11:09:00,2.08,15752.0,United Kingdom,8.32,2011-07
558194,47566,PARTY BUNTING,1,2011-06-27 12:28:00,4.95,14583.0,United Kingdom,4.95,2011-06
544664,22260,FELT EGG COSY BLUE RABBIT ,12,2011-02-22 14:55:00,0.85,16045.0,United Kingdom,10.2,2011-02
575070,22981,PANTRY APPLE CORER,1,2011-11-08 12:58:00,1.45,17841.0,United Kingdom,1.45,2011-11
567092,22568,FELTCRAFT CUSHION OWL,8,2011-09-16 12:48:00,3.75,13196.0,United Kingdom,30.0,2011-09
542399,20685,DOORMAT RED RETROSPOT,2,2011-01-27 15:38:00,7.95,15549.0,United Kingdom,15.9,2011-01
541857,22215,CAKE STAND WHITE TWO TIER LACE,24,2011-01-23 15:17:00,7.65,12727.0,France,183.60000000000002,2011-01
538707,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2010-12-14 10:38:00,1.65,17894.0,United Kingdom,1.65,2010-12
544931,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2011-02-24 18:59:00,1.49,13501.0,Switzerland,17.88,2011-02
540148,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,2011-01-05 10:58:00,1.25,14189.0,United Kingdom,30.0,2011-01
553675,46000S,POLYESTER FILLER PAD 40x40cm,12,2011-05-18 12:52:00,1.45,13719.0,United Kingdom,17.4,2011-05
578109,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-23 09:22:00,2.1,14020.0,United Kingdom,25.200000000000003,2011-11
580727,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-12-05 17:17:00,1.63,14096.0,United Kingdom,1.63,2011-12
561658,21770,OPEN CLOSED METAL SIGN,1,2011-07-28 16:06:00,4.95,12743.0,Unspecified,4.95,2011-07
544110,21175,GIN + TONIC DIET METAL SIGN,4,2011-02-16 11:03:00,2.55,15059.0,United Kingdom,10.2,2011-02
571653,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,24,2011-10-18 12:17:00,2.49,14298.0,United Kingdom,59.760000000000005,2011-10
571117,23074,EMBOSSED HEART TRINKET BOX,6,2011-10-13 17:51:00,2.08,16224.0,United Kingdom,12.48,2011-10
581414,21137,BLACK RECORD COVER FRAME,1,2011-12-08 14:39:00,3.75,14730.0,United Kingdom,3.75,2011-12
581405,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-12-08 13:50:00,1.65,13521.0,United Kingdom,3.3,2011-12
550350,22960,JAM MAKING SET WITH JARS,6,2011-04-18 10:04:00,4.25,15491.0,United Kingdom,25.5,2011-04
579162,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2011-11-28 13:58:00,0.85,16393.0,United Kingdom,0.85,2011-11
580672,22474,SPACEBOY TV DINNER TRAY,1,2011-12-05 14:29:00,1.95,17920.0,United Kingdom,1.95,2011-12
564372,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-25 09:55:00,1.25,12714.0,France,10.0,2011-08
555264,22624,IVORY KITCHEN SCALES,1,2011-06-01 16:03:00,8.5,17757.0,United Kingdom,8.5,2011-06
550106,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-04-14 12:31:00,3.25,13772.0,United Kingdom,3.25,2011-04
561114,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-07-25 12:12:00,0.85,14775.0,United Kingdom,10.2,2011-07
543481,22465,HANGING METAL STAR LANTERN,2,2011-02-08 16:25:00,1.65,14606.0,United Kingdom,3.3,2011-02
568710,84971S,SMALL HEART FLOWERS HOOK ,2,2011-09-28 15:42:00,0.85,14649.0,United Kingdom,1.7,2011-09
564541,22715,CARD WEDDING DAY,12,2011-08-25 15:35:00,0.42,16309.0,United Kingdom,5.04,2011-08
573748,23571,TRADITIONAL NAUGHTS & CROSSES,24,2011-11-01 09:24:00,1.65,14911.0,EIRE,39.599999999999994,2011-11
569654,20749,ASSORTED COLOUR MINI CASES,12,2011-10-05 12:56:00,6.35,13854.0,United Kingdom,76.19999999999999,2011-10
539488,21871,SAVE THE PLANET MUG,24,2010-12-20 09:37:00,1.25,12377.0,Switzerland,30.0,2010-12
573348,23109,PACK OF SIX LED TEA LIGHTS,1,2011-10-30 12:27:00,2.89,14487.0,United Kingdom,2.89,2011-10
546832,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2011-03-17 12:18:00,0.72,13216.0,United Kingdom,69.12,2011-03
576677,22659,LUNCH BOX I LOVE LONDON,2,2011-11-16 12:03:00,1.95,16393.0,United Kingdom,3.9,2011-11
546113,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-03-09 13:18:00,2.95,14344.0,United Kingdom,2.95,2011-03
575687,22750,FELTCRAFT PRINCESS LOLA DOLL,16,2011-11-10 16:03:00,3.75,16126.0,United Kingdom,60.0,2011-11
541919,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-24 11:35:00,0.55,14334.0,United Kingdom,13.200000000000001,2011-01
565737,22865,HAND WARMER OWL DESIGN,3,2011-09-06 12:27:00,2.1,16400.0,United Kingdom,6.300000000000001,2011-09
576696,22736,RIBBON REEL MAKING SNOWMEN ,2,2011-11-16 12:26:00,1.65,16669.0,United Kingdom,3.3,2011-11
553014,21900,"KEY FOB , SHED",8,2011-05-12 18:49:00,0.65,13451.0,United Kingdom,5.2,2011-05
561912,22047,EMPIRE GIFT WRAP,25,2011-08-01 11:08:00,0.42,13184.0,United Kingdom,10.5,2011-08
548150,22386,JUMBO BAG PINK POLKADOT,1,2011-03-29 12:55:00,1.95,17315.0,United Kingdom,1.95,2011-03
550015,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-04-14 10:54:00,3.75,17735.0,United Kingdom,15.0,2011-04
566734,23389,SPACEBOY MINI BACKPACK,1,2011-09-14 14:09:00,4.15,16910.0,United Kingdom,4.15,2011-09
572676,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-10-25 13:30:00,2.55,16258.0,United Kingdom,102.0,2011-10
536845,22271,FELTCRAFT DOLL ROSIE,2,2010-12-02 19:18:00,2.95,17961.0,United Kingdom,5.9,2010-12
571846,23323,WHITE WICKER STAR ,6,2011-10-19 12:35:00,2.1,17841.0,United Kingdom,12.600000000000001,2011-10
550289,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-04-15 14:32:00,9.95,13880.0,United Kingdom,19.9,2011-04
550527,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-04-19 10:48:00,0.65,12476.0,Germany,15.600000000000001,2011-04
553120,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-13 12:12:00,1.69,17139.0,United Kingdom,13.52,2011-05
572329,22211,WOOD STAMP SET FLOWERS,12,2011-10-24 10:13:00,0.83,14019.0,United Kingdom,9.959999999999999,2011-10
568082,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2011-09-23 14:38:00,4.25,14944.0,United Kingdom,102.0,2011-09
559201,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-07-07 10:39:00,1.25,14217.0,United Kingdom,15.0,2011-07
549906,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2011-04-12 16:28:00,2.55,14998.0,United Kingdom,15.299999999999999,2011-04
565648,22584,PACK OF 6 PANNETONE GIFT BOXES,2,2011-09-05 16:22:00,2.55,18196.0,United Kingdom,5.1,2011-09
564328,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-08-24 13:42:00,1.25,12662.0,Germany,30.0,2011-08
553380,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-05-16 15:29:00,195.0,17190.0,United Kingdom,195.0,2011-05
554091,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-05-22 12:35:00,2.1,13657.0,United Kingdom,12.600000000000001,2011-05
560232,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-17 11:08:00,2.08,14810.0,United Kingdom,20.8,2011-07
572922,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-10-26 17:00:00,1.25,17895.0,United Kingdom,15.0,2011-10
550279,21931,JUMBO STORAGE BAG SUKI,10,2011-04-15 13:16:00,2.08,14700.0,United Kingdom,20.8,2011-04
580298,22438,BALLOON ART MAKE YOUR OWN FLOWERS,50,2011-12-02 13:54:00,0.39,17086.0,United Kingdom,19.5,2011-12
549966,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,2011-04-13 14:17:00,1.25,16224.0,United Kingdom,15.0,2011-04
539498,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2010-12-20 10:48:00,4.25,15279.0,United Kingdom,25.5,2010-12
540595,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-01-10 11:35:00,0.42,14321.0,United Kingdom,5.04,2011-01
542398,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-01-27 15:36:00,1.65,13174.0,United Kingdom,9.899999999999999,2011-01
567211,21213,PACK OF 72 SKULL CAKE CASES,2,2011-09-19 11:02:00,0.55,14159.0,United Kingdom,1.1,2011-09
577155,23084,RABBIT NIGHT LIGHT,6,2011-11-18 09:56:00,2.08,13050.0,United Kingdom,12.48,2011-11
542526,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2011-01-28 12:43:00,3.75,14659.0,United Kingdom,22.5,2011-01
568346,23170,REGENCY TEA PLATE ROSES ,1,2011-09-26 15:28:00,3.29,14096.0,United Kingdom,3.29,2011-09
568394,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-09-27 10:20:00,0.42,13314.0,United Kingdom,10.08,2011-09
570414,23415,HOME SWEET HOME HOOK,1,2011-10-10 13:17:00,1.65,17214.0,United Kingdom,1.65,2011-10
555930,84971S,SMALL HEART FLOWERS HOOK ,24,2011-06-08 08:26:00,0.85,14745.0,United Kingdom,20.4,2011-06
555931,84661B,BLACK SQUARE TABLE CLOCK,6,2011-06-08 08:31:00,2.55,17828.0,Malta,15.299999999999999,2011-06
555850,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-06-07 13:35:00,0.55,16550.0,United Kingdom,13.200000000000001,2011-06
542627,22464,HANGING METAL HEART LANTERN,12,2011-01-31 09:51:00,1.65,14426.0,United Kingdom,19.799999999999997,2011-01
569224,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-10-02 14:00:00,3.75,15701.0,United Kingdom,3.75,2011-10
574478,23334,IVORY WICKER HEART SMALL,10,2011-11-04 12:27:00,0.63,17203.0,United Kingdom,6.3,2011-11
543273,21121,SET/10 RED POLKADOT PARTY CANDLES,5,2011-02-06 11:29:00,1.25,16456.0,United Kingdom,6.25,2011-02
566975,22959,WRAP CHRISTMAS VILLAGE,25,2011-09-16 09:24:00,0.42,13599.0,United Kingdom,10.5,2011-09
564062,22112,CHOCOLATE HOT WATER BOTTLE,12,2011-08-22 14:41:00,4.95,17706.0,United Kingdom,59.400000000000006,2011-08
580272,84596G,SMALL CHOCOLATES PINK BOWL,3,2011-12-02 12:52:00,0.42,15547.0,United Kingdom,1.26,2011-12
